"chr","start","end","gc","map","htertrt","gc_bin"
"8",131500001,1.32e+08,0.414138,0.998388,"early",0.41
"8",132500001,1.33e+08,0.384594,0.986318,"mid",0.38
"8",133500001,1.34e+08,0.407476,0.996776,"mid",0.41
"8",135000001,135500000,0.41288,0.983867,"mid",0.41
"8",136000001,136500000,0.423278,0.993303,"late",0.42
"8",136500001,1.37e+08,0.410328,0.987618,"late",0.41
"8",137000001,137500000,0.383912,0.98777,"late",0.38
"8",137500001,1.38e+08,0.369128,0.995478,"late",0.37
"8",138000001,138500000,0.371562,0.996207,"late",0.37
"8",138500001,1.39e+08,0.384586,0.994354,"late",0.38
"8",139000001,139500000,0.416008,0.990175,"late",0.42
"8",139500001,1.4e+08,0.4548,0.998778,"late",0.45
"8",140000001,140500000,0.423106,0.995691,"mid",0.42
"9",500001,1e+06,0.43116,0.997611,"late",0.43
"9",3000001,3500000,0.365056,0.996101,"mid",0.37
"9",3500001,4e+06,0.389644,0.997441,"mid",0.39
"9",6500001,7e+06,0.425514,0.996614,"early",0.43
"9",7500001,8e+06,0.3871,0.996086,"mid",0.39
"9",8500001,9e+06,0.371692,0.999811,"late",0.37
"9",12000001,12500000,0.350092,0.993549,"early",0.35
"9",12500001,1.3e+07,0.359998,0.993444,"early",0.36
"9",13500001,1.4e+07,0.380152,0.997316,"mid",0.38
"9",15000001,15500000,0.402172,0.995942,"late",0.4
"9",16500001,1.7e+07,0.396956,0.999081,"late",0.4
"9",17500001,1.8e+07,0.39148,0.985085,"late",0.39
"9",19500001,2e+07,0.39224,0.986022,"mid",0.39
"9",20500001,2.1e+07,0.372982,0.990302,"early",0.37
"9",21000001,21500000,0.376602,0.994526,"early",0.38
"9",21500001,2.2e+07,0.387962,0.991372,"early",0.39
"9",22000001,22500000,0.375198,0.991196,"early",0.38
"9",22500001,2.3e+07,0.358472,0.991968,"early",0.36
"9",23000001,23500000,0.358268,0.996123,"early",0.36
"9",23500001,2.4e+07,0.385264,0.997229,"mid",0.39
"9",25000001,25500000,0.34721,0.994122,"mid",0.35
"9",26000001,26500000,0.365136,0.99549,"mid",0.37
"9",26500001,2.7e+07,0.38457,0.995519,"mid",0.38
"9",27500001,2.8e+07,0.386484,0.995791,"mid",0.39
"9",28000001,28500000,0.36481,0.983421,"mid",0.36
"9",31000001,31500000,0.353888,0.99053,"early",0.35
"9",31500001,3.2e+07,0.362596,0.99417,"early",0.36
"9",32000001,32500000,0.38453,0.991876,"early",0.38
"9",33000001,33500000,0.459664,0.996312,"early",0.46
"9",33500001,3.4e+07,0.416398,0.998274,"early",0.42
"9",71500001,7.2e+07,0.425386,0.998544,"mid",0.43
"9",73500001,7.4e+07,0.3712,0.996153,"early",0.37
"9",75500001,7.6e+07,0.358752,0.998899,"early",0.36
"9",76000001,76500000,0.348388,0.996039,"early",0.35
"9",76500001,7.7e+07,0.359542,0.995447,"early",0.36
"9",77500001,7.8e+07,0.398444,0.995826,"late",0.4
"9",78000001,78500000,0.387668,0.995949,"late",0.39
"9",78500001,7.9e+07,0.402588,0.992792,"late",0.4
"9",82000001,82500000,0.391592,0.987782,"late",0.39
"9",82500001,8.3e+07,0.37855,0.995538,"late",0.38
"9",83000001,83500000,0.361922,0.985802,"late",0.36
"9",83500001,8.4e+07,0.374696,0.996546,"late",0.37
"9",84000001,84500000,0.419114,0.993247,"late",0.42
"9",87000001,87500000,0.409904,0.998928,"late",0.41
"9",87500001,8.8e+07,0.4086,0.992598,"late",0.41
"9",88500001,8.9e+07,0.413604,0.989684,"late",0.41
"9",89000001,89500000,0.411438,0.99496,"late",0.41
"9",90000001,90500000,0.444738,0.997532,"late",0.44
"9",90500001,9.1e+07,0.44598,0.989134,"late",0.45
"9",91500001,9.2e+07,0.43146,0.996414,"late",0.43
"9",93000001,93500000,0.396366,0.997298,"mid",0.4
"9",96500001,9.7e+07,0.437438,0.980845,"mid",0.44
"9",97000001,97500000,0.4338,0.997781,"mid",0.43
"9",97500001,9.8e+07,0.42969,0.999631,"mid",0.43
"9",99000001,99500000,0.434828,0.997792,"mid",0.43
"9",99500001,1e+08,0.414208,0.98665,"mid",0.41
"9",100000001,100500000,0.43043,0.993657,"mid",0.43
"9",102000001,102500000,0.408176,0.991758,"mid",0.41
"9",104000001,104500000,0.388728,0.994415,"late",0.39
"9",104500001,1.05e+08,0.363216,0.988006,"late",0.36
"9",108000001,108500000,0.386924,0.989934,"mid",0.39
"9",108500001,1.09e+08,0.393412,0.985258,"mid",0.39
"9",110500001,1.11e+08,0.418286,0.995228,"early",0.42
"9",114000001,114500000,0.40279,0.995122,"early",0.4
"9",114500001,1.15e+08,0.414728,0.999547,"early",0.41
"9",115000001,115500000,0.400532,0.99719,"early",0.4
"9",116500001,1.17e+08,0.463896,0.99942,"mid",0.46
"9",117500001,1.18e+08,0.413138,0.998439,"early",0.41
"9",118000001,118500000,0.384346,0.995939,"early",0.38
"9",119500001,1.2e+08,0.41655,0.99414,"late",0.42
"9",120000001,120500000,0.403828,0.999599,"late",0.4
"9",121000001,121500000,0.373446,0.99756,"late",0.37
"9",122000001,122500000,0.402182,0.991992,"mid",0.4
"9",123500001,1.24e+08,0.416828,0.999219,"early",0.42
"9",134500001,1.35e+08,0.46252,0.998972,"mid",0.46
"X",2500001,3e+06,0.448584,0.998286,"late",0.45
"X",3000001,3500000,0.41451,0.997886,"late",0.41
"X",4000001,4500000,0.379672,0.998203,"late",0.38
"X",4500001,5e+06,0.373268,0.997921,"late",0.37
"X",5000001,5500000,0.375682,0.992739,"late",0.38
"X",5500001,6e+06,0.381038,0.99498,"late",0.38
"X",6000001,6500000,0.394194,0.996561,"late",0.39
"X",6500001,7e+06,0.406738,0.986063,"late",0.41
"X",7000001,7500000,0.402848,0.998008,"late",0.4
"X",8000001,8500000,0.38686,0.996694,"late",0.39
"X",8500001,9e+06,0.39369,0.997097,"late",0.39
"X",9000001,9500000,0.430552,0.996715,"late",0.43
"X",10000001,10500000,0.423436,0.997321,"late",0.42
"X",11000001,11500000,0.390982,0.991504,"late",0.39
"X",13000001,13500000,0.407692,0.997223,"mid",0.41
"X",13500001,1.4e+07,0.413192,0.992172,"mid",0.41
"X",14000001,14500000,0.38356,0.988788,"mid",0.38
"X",14500001,1.5e+07,0.379018,0.995913,"mid",0.38
"X",15000001,15500000,0.389782,0.995016,"mid",0.39
"X",15500001,1.6e+07,0.401428,0.996125,"mid",0.4
"X",18000001,18500000,0.415236,0.993161,"late",0.42
"X",18500001,1.9e+07,0.424804,0.998148,"late",0.42
"X",19000001,19500000,0.42896,0.987381,"late",0.43
"X",19500001,2e+07,0.427726,0.992851,"late",0.43
"X",21500001,2.2e+07,0.386298,0.999256,"late",0.39
"X",23500001,2.4e+07,0.424944,0.995713,"late",0.42
"X",26000001,26500000,0.367614,0.983338,"late",0.37
"X",27000001,27500000,0.362672,0.991834,"late",0.36
"X",27500001,2.8e+07,0.366804,0.996226,"late",0.37
"X",28000001,28500000,0.36296,0.988099,"late",0.36
"X",28500001,2.9e+07,0.363446,0.995554,"late",0.36
"X",29000001,29500000,0.363526,0.997099,"late",0.36
"X",30000001,30500000,0.385444,0.993296,"late",0.39
"X",30500001,3.1e+07,0.401014,0.992875,"late",0.4
"X",31000001,31500000,0.391692,0.994913,"late",0.39
"X",31500001,3.2e+07,0.36457,0.987222,"late",0.36
"X",32500001,3.3e+07,0.362562,0.997332,"late",0.36
"X",33000001,33500000,0.357032,0.996879,"late",0.36
"X",33500001,3.4e+07,0.358288,0.997794,"late",0.36
"X",34000001,34500000,0.359792,0.991083,"late",0.36
"X",34500001,3.5e+07,0.363758,0.9978,"late",0.36
"X",35000001,35500000,0.370418,0.993811,"late",0.37
"X",35500001,3.6e+07,0.365346,0.998706,"late",0.37
"X",36000001,36500000,0.355516,0.988228,"late",0.36
"X",36500001,3.7e+07,0.377678,0.996358,"late",0.38
"X",37500001,3.8e+07,0.38306,0.996157,"late",0.38
"X",38000001,38500000,0.39473,0.995514,"late",0.39
"X",38500001,3.9e+07,0.402214,0.997459,"late",0.4
"X",41000001,41500000,0.429668,0.996512,"late",0.43
"X",43500001,4.4e+07,0.39833,0.99394,"late",0.4
"X",47000001,47500000,0.468534,0.999074,"late",0.47
"X",50500001,5.1e+07,0.399118,0.989734,"late",0.4
"X",51000001,51500000,0.399932,0.983229,"late",0.4
"X",51500001,5.2e+07,0.39712,0.987058,"late",0.4
"X",53500001,5.4e+07,0.420976,0.987819,"late",0.42
"X",55000001,55500000,0.398074,0.986606,"late",0.4
"X",55500001,5.6e+07,0.394008,0.99169,"late",0.39
"X",56000001,56500000,0.388262,0.987037,"late",0.39
"X",57000001,57500000,0.384104,0.991341,"late",0.38
"X",57500001,5.8e+07,0.38466,0.992343,"late",0.38
"X",58000001,58500000,0.412426,0.992901,"late",0.41
"X",62000001,62500000,0.378434,0.991012,"late",0.38
"X",62500001,6.3e+07,0.388754,0.989715,"late",0.39
"X",63500001,6.4e+07,0.388594,0.982454,"late",0.39
"X",64000001,64500000,0.385182,0.986139,"late",0.39
"X",64500001,6.5e+07,0.419124,0.992684,"late",0.42
"X",65500001,6.6e+07,0.380174,0.989728,"late",0.38
"X",66000001,66500000,0.377298,0.986264,"late",0.38
"X",67000001,67500000,0.3848,0.986004,"late",0.38
"X",68500001,6.9e+07,0.421488,0.987377,"late",0.42
"X",69500001,7e+07,0.408938,0.982021,"late",0.41
"X",70000001,70500000,0.438672,0.993798,"late",0.44
"X",71000001,71500000,0.445518,0.993387,"late",0.45
"X",71500001,7.2e+07,0.401428,0.991817,"late",0.4
"X",72000001,72500000,0.408944,0.982544,"late",0.41
"X",72500001,7.3e+07,0.381912,0.980613,"late",0.38
"X",73500001,7.4e+07,0.41472,0.993602,"late",0.41
"X",74000001,74500000,0.38683,0.981989,"late",0.39
"X",74500001,7.5e+07,0.390904,0.983003,"late",0.39
"X",75000001,75500000,0.389452,0.982381,"late",0.39
"X",75500001,7.6e+07,0.37903,0.98183,"late",0.38
"X",76000001,76500000,0.394172,0.982071,"late",0.39
"X",77000001,77500000,0.400728,0.991803,"late",0.4
"X",77500001,7.8e+07,0.371308,0.991442,"late",0.37
"X",78000001,78500000,0.368456,0.992098,"late",0.37
"X",78500001,7.9e+07,0.365322,0.996224,"late",0.37
"X",79000001,79500000,0.37193,0.983128,"late",0.37
"X",79500001,8e+07,0.370928,0.98643,"late",0.37
"X",80000001,80500000,0.373608,0.991705,"late",0.37
"X",80500001,8.1e+07,0.358594,0.995141,"late",0.36
"X",81000001,81500000,0.365944,0.982257,"late",0.37
"X",81500001,8.2e+07,0.358444,0.993241,"late",0.36
"X",82000001,82500000,0.361882,0.985214,"late",0.36
"X",82500001,8.3e+07,0.364106,0.983845,"late",0.36
"X",83000001,83500000,0.35762,0.991758,"late",0.36
"X",83500001,8.4e+07,0.358646,0.993936,"late",0.36
"X",84000001,84500000,0.373214,0.992825,"late",0.37
"X",84500001,8.5e+07,0.36535,0.990285,"late",0.37
"X",85000001,85500000,0.372382,0.994223,"late",0.37
"X",86000001,86500000,0.355698,0.991742,"late",0.36
"X",86500001,8.7e+07,0.362504,0.991752,"late",0.36
"X",87500001,8.8e+07,0.356218,0.997672,"late",0.36
"X",88000001,88500000,0.354962,0.987444,"late",0.35
"X",92500001,9.3e+07,0.36414,0.995176,"late",0.36
"X",93000001,93500000,0.362722,0.994836,"late",0.36
"X",93500001,9.4e+07,0.35849,0.99707,"late",0.36
"X",94000001,94500000,0.357678,0.994207,"late",0.36
"X",94500001,9.5e+07,0.359402,0.990046,"late",0.36
"X",95500001,9.6e+07,0.379052,0.994671,"late",0.38
"X",96000001,96500000,0.360526,0.996747,"late",0.36
"X",96500001,9.7e+07,0.383252,0.989727,"late",0.38
"X",97000001,97500000,0.372044,0.998238,"late",0.37
"X",98000001,98500000,0.35862,0.995907,"late",0.36
"X",99000001,99500000,0.371168,0.98664,"late",0.37
"X",99500001,1e+08,0.402792,0.987444,"late",0.4
"X",100000001,100500000,0.417532,0.99656,"late",0.42
"X",100500001,1.01e+08,0.411608,0.985021,"late",0.41
"X",101000001,101500000,0.39148,0.983683,"late",0.39
"X",101500001,1.02e+08,0.407846,0.986373,"late",0.41
"X",102000001,102500000,0.405276,0.990612,"late",0.41
"X",103000001,103500000,0.416754,0.981198,"late",0.42
"X",107500001,1.08e+08,0.370482,0.992972,"mid",0.37
"X",108000001,108500000,0.370572,0.986785,"mid",0.37
"X",109500001,1.1e+08,0.395968,0.993706,"mid",0.4
"X",110500001,1.11e+08,0.383766,0.983062,"late",0.38
"X",111000001,111500000,0.395316,0.993339,"late",0.4
"X",111500001,1.12e+08,0.387948,0.980206,"late",0.39
"X",112000001,112500000,0.387902,0.997469,"late",0.39
"X",112500001,1.13e+08,0.365382,0.986186,"late",0.37
"X",113000001,113500000,0.373478,0.998354,"late",0.37
"X",115000001,115500000,0.385006,0.985497,"late",0.39
"X",116000001,116500000,0.368868,0.98843,"late",0.37
"X",116500001,1.17e+08,0.38075,0.987818,"late",0.38
"X",117000001,117500000,0.385354,0.981963,"late",0.39
"X",117500001,1.18e+08,0.408128,0.997064,"late",0.41
"X",118000001,118500000,0.427112,0.996535,"late",0.43
"X",119500001,1.2e+08,0.402832,0.996732,"late",0.4
"X",120500001,1.21e+08,0.363166,0.986101,"late",0.36
"X",121000001,121500000,0.365886,0.991518,"late",0.37
"X",121500001,1.22e+08,0.36748,0.99322,"late",0.37
"X",122000001,122500000,0.384586,0.995848,"late",0.38
"X",122500001,1.23e+08,0.40566,0.998031,"late",0.41
"X",123000001,123500000,0.397868,0.996547,"late",0.4
"X",123500001,1.24e+08,0.373312,0.991926,"late",0.37
"X",124000001,124500000,0.366076,0.996492,"late",0.37
"X",124500001,1.25e+08,0.365522,0.987499,"late",0.37
"X",125000001,125500000,0.360786,0.982095,"late",0.36
"X",125500001,1.26e+08,0.357596,0.994281,"late",0.36
"X",126000001,126500000,0.358786,0.982335,"late",0.36
"X",126500001,1.27e+08,0.353488,0.988747,"late",0.35
"X",127000001,127500000,0.35191,0.99759,"late",0.35
"X",127500001,1.28e+08,0.378052,0.989535,"late",0.38
"X",128000001,128500000,0.391486,0.983528,"late",0.39
"X",128500001,1.29e+08,0.429786,0.992004,"late",0.43
"X",129000001,129500000,0.451598,0.999482,"late",0.45
"X",129500001,1.3e+08,0.39984,0.98131,"late",0.4
"X",131000001,131500000,0.38815,0.985826,"late",0.39
"X",131500001,1.32e+08,0.393016,0.999024,"late",0.39
"X",132000001,132500000,0.412114,0.993587,"late",0.41
"X",132500001,1.33e+08,0.411006,0.998636,"late",0.41
"X",133000001,133500000,0.398646,0.995479,"late",0.4
"X",133500001,1.34e+08,0.413044,0.999143,"late",0.41
"X",134000001,134500000,0.421372,0.996367,"late",0.42
"X",135000001,135500000,0.412496,0.995756,"late",0.41
"X",135500001,1.36e+08,0.411066,0.993682,"late",0.41
"X",136000001,136500000,0.4005,0.994095,"late",0.4
"X",136500001,1.37e+08,0.404096,0.995448,"late",0.4
"X",137000001,137500000,0.383928,0.990812,"late",0.38
"X",137500001,1.38e+08,0.379796,0.991598,"late",0.38
"X",138000001,138500000,0.391432,0.995346,"late",0.39
"X",138500001,1.39e+08,0.38454,0.99377,"late",0.38
"X",139000001,139500000,0.397076,0.992854,"late",0.4
"X",139500001,1.4e+08,0.39857,0.996611,"late",0.4
"X",141000001,141500000,0.382944,0.986731,"late",0.38
"X",141500001,1.42e+08,0.367876,0.988006,"late",0.37
"X",142000001,142500000,0.36899,0.995282,"late",0.37
"X",142500001,1.43e+08,0.37888,0.997207,"late",0.38
"X",143000001,143500000,0.36286,0.99085,"late",0.36
"X",144000001,144500000,0.371888,0.996901,"late",0.37
"X",144500001,1.45e+08,0.380912,0.997171,"late",0.38
"X",145000001,145500000,0.385134,0.994,"late",0.39
"X",145500001,1.46e+08,0.368544,0.992047,"late",0.37
"X",146000001,146500000,0.368854,0.986344,"late",0.37
"X",146500001,1.47e+08,0.37592,0.989186,"late",0.38
"X",147000001,147500000,0.38849,0.985447,"late",0.39
"X",147500001,1.48e+08,0.386138,0.997457,"late",0.39
"X",148000001,148500000,0.398458,0.982292,"late",0.4
"X",149500001,1.5e+08,0.433544,0.99196,"late",0.43
"X",150000001,150500000,0.428826,0.997898,"late",0.43
"X",150500001,1.51e+08,0.421628,0.988898,"late",0.42
"X",151000001,151500000,0.399024,0.984825,"late",0.4
"X",151500001,1.52e+08,0.406984,0.986915,"late",0.41
